Molecule,Molecule name
O(c1c(cc2CC(Cc2c1)N)C)C,C11H15NO
O1c2c(cc3CC(Cc3c2)NC)OC1,C11H13NO2
O=C1N(C(=O)c2c1cccc2)CCCCN3CCN(c4c(OC)cccc4)CC3,C23H27N3O3
N#Cc1[nH]c2ccc3c(c2c1)C[C@H](N(CCC)CCC)CC3,C19H25N3
O1c2c(OCC1)cccc2N3CCN(C4Cc5ccccc5C4)CC3,C21H24N2O2
O=C(Oc1ccccc1)Oc2ccccc2,C13H10O3
O=C1c2c(cccc2)C(C1(O)C3(O)C(=O)c4ccccc4C3=O)=O,C18H10O6
OCC(CO)(C)C,C5H12O2
O=C(OCCC)c1ccccc1,C10H12O2
N1CCC(Cc2ccccc2)CC1,C12H17N
NC1Cc2ccccc2C1,C9H11N
O=C(Nc1ccccc1)c2ccccc2,C13H11NO
N#CCCN,C3H6N2
O(Cc1nc2c(nc3c(c2n1CC(O)(C)C)cccc3)N)CC,C17H22N4O2
O=C(O)C(=O)CO,C3H4O4
O=C(O)C1=C[C@@H](O)[C@@H](O)[C@@H](C1)N,C7H11NO4
O1c2c(cc3C[C@@H]4N(CCc5c4c(-c3c2)c(OC)c(OC)c5)C)OC1,C20H21NO4
O=[N+]([O-])N=O,N2O3
O=CNC,C2H5NO
O(c1cc(ccc1)/C=N/N=C/c2cc(OC)ccc2)C,C16H16N2O2
OC1C(C(O)C1(C)C)(C)C,C8H16O2
N#Cc1c(C#N)cccc1,C8H4N2
[N+](#[C-])C,C2H3N
O=C1OC(=O)c2c1cc(-c3cc4C(=O)OC(c4cc3)=O)cc2,C16H6O6
O=C(OCC1OC1)C(=C)C,C7H10O3
N([C@H]1c2c(cccc2)[C@@H](c3ccccc3)CC1)C,C17H19N
N#Cc1ccc(-c2ccc(CCCCC)cc2)cc1,C18H19N
O=CCc1cc(O)c(O)cc1,C8H8O3
O(c1c(O)ccc(c1)CCO)C,C9H12O3
O=C1OOC1=O,C2O4
O(O)C(c1ccccc1)(C)C,C9H12O2
O=c1ncc(CO)c([nH]1)N,C5H7N3O2
O=C1C2=CC(C(C)C3C2C4(Oc5cc6OCOc6cc35)OCOC4=C1)C,C20H18O6
O=C(NC[C@H](O)CC/C=C\C/C=C\CC)CCC[N+](C)(C)C,C18H35N2O2
n12c(cccc1)ccc2,C8H7N
C1(=C[C@@]2(CCC[C@@]32[C@]1(CC[C@H]3C)C)C)C,C15H24
O=C1OC(=O)C(=O)OC1=O,C4O6
O=C(OC(C)(C)C)N1CCC(OCc2onc(n2)-c3ccncc3)CC1,C18H24N4O4
o1nc(-c2ccncc2)nc1C3CCC(CCCC)CC3,C17H23N3O
O=C(NCCO)CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC,C24H41NO2
O=[N+]([O-])NC(=N)NCCC[C@H](N)C(=O)O,C6H13N5O4
O=C(O)C1=CCNCC1,C6H9NO2
C(C(C)C)(C)(C)C,C7H16
O=c1c(=O)c2c3c(=O)c(=O)c3c4c(c12)c(=O)c4=O,C12O6
O=C(c1c(O)cc(O[C@H]2O[C@H]([C@H](O)[C@H]([C@@H]2O[C@@H]3O[C@H]([C@H](O)[C@H]([C@H]3O)O)C)O)CO)cc1O)CCc4ccc(O)cc4,C27H34O14
O=C([O-])[C@@H]([NH3+])CCC(=O)NNc1ccc(CO)cc1,C12H17N3O4
O=C(O)C(N)CCCNC(=N)NC,C7H16N4O2
O=[N+]([O-])/N=C(/N(N=O)C)\N,C2H5N5O3
O=C(OCCCCCCCCCC/C=C\CCCCCC)C,C20H38O2
O=C(O)[C@]1(N)CNCC1,C5H10N2O2
N(\N)=C/Cc1ccccc1,C8H10N2
O=C(NNC(c1ccccc1)C)c2ccccc2,C15H16N2O
O=c1nc([nH]c2c1[nH]c(=O)n2[C@@H]3O[C@H](CO)[C@H](C3)O)N,C10H13N5O5
O=C(Nc1cc2c(-c3ccccc3C2)cc1)C,C15H13NO
O=C(Nc1ccccc1)C23Oc4c(cccc4)\C(\C2C3)=N\O,C17H14N2O3
O=C(c1c(O[C@@H]2O[C@@H]([C@@H](O)[C@@H]([C@H]2O)O)CO)cc(O)cc1O)CCc3ccc(O)cc3,C21H24O10
O=C(O)CCC/C=C\C[C@@H]1[C@@H](/C=C/[C@@H](O)CCCCC)[C@@H]2OC[C@H]1C2,C21H34O4
O=[N+]([O-])c1ccc(NC(=O)NCCC(=O)O)cc1,C10H11N3O5
N(=N)C(N)N,CH6N4
O=C(O[C@@H]1[C@@H]2[C@@](O)([C@](C=O)(C)CC2(C)C)[C@@H](C=O)[C@@H](C1)C)C,C17H26O5
O=C(NC1CCCCC1)NC2CCCCC2,C13H24N2O
O=c1cc-2oc3c(ccc(c3)O)[n+](c2cc1)[O-],C12H7NO4
O=Cc1ccc(CC)cc1,C9H10O
O=Cc1cc(OC)c(OC)cc1,C9H10O3
N1(C[C@H]2c3c4N(CCc4ccc3)C[C@H]2CC1)C,C15H20N2
O=C1Nc2c(ccc(c2)CC3CCN(CCOc4c5c(nc(C)cc5)ccc4)CC3)OC1,C26H29N3O3
Oc1c(O)ccc(c1)C=C,C8H8O2
O=C1C[C@]2(OC[C@](C1)(C)[C@@]2(O)C=C/C(=C/C(=O)O)/C)C,C15H20O5
O=C1C(O)=C2C3=C[C@](OC3=C1C)(O)[C@H](C[C@@H](CC(C)=C[C@H](CC[C@H]4O[C@@H]2[C@@H]([C@@H](O)[C@H]4C)C)C)C)C,C29H42O6
O=C1NC(=O)CC(C1(c2cc(OC)ccc2)CCCN(C)C)(C)C,C19H28N2O3
O=C1C(N2CC2)=CC(=O)c3c1c(c(/C=C/CO)n3C)CO,C15H16N2O4
O=C1N2[C@]3(C(=O)N[C@]14[C@H](C(C)(C)[C@@]5(C4)Nc6ccccc6C5=O)C3)CCC2,C21H23N3O3
O=C1N2[C@]3(C(=O)N[C@]14[C@H](C(C)(C)[C@]5(C4)Nc6ccccc6C5=O)C3)CCC2,C21H23N3O3
O=C1C2C(C3CCC4(C(C3C1)CCC4C(C5OC(OC6OC(C(O)C(C6O)O)C)C(C)CC5)C)C)(CCC(C2)OC7OC(C(O)C(C7OC8OC(C(O)C(C8O)O)C)O)CO)C,C45H74O17
O1C=C[C@H]2[C@H](O)[C@H]3[C@@]([C@H]2[C@@H]1O[C@@H]4O[C@@H]([C@@H](O)[C@@H]([C@H]4O)O)CO)(O3)CO,C15H22O10
O[C@@]12[C@@](CC=C(CC1)C)(CC[C@@H]2C(C)C)C,C15H26O
O=C(O)c1cc(OC)c(C(=O)C)c(c1)C,C11H12O4
O1C([C@H]2[C@@]3(C[C@H]2O[C@H]1C3)C)(C)C,C10H16O2
O[C@H]1C2=CC[C@@H](C(=C)C)C[C@@]2([C@H](C)[C@@H](C1)O)C,C15H24O2
O=C1O[C@@H]2C3=C([C@@H]4[C@]56C(C)=C[C@H]([C@@H]4[C@H]3[C@](O)(C)CC[C@H]2[C@@H]1C)[C@H]5[C@@](O)(CC[C@@H]7[C@@H]6OC(=O)[C@H]7C)C)C,C30H40O6
O=C1OC2C3=C([C@@H]4[C@]56C(C)=C[C@H]([C@@H]4[C@H]3[C@](O)(C)CC[C@H]2C1C)[C@H]5[C@@](O)(CC[C@@H]7[C@@H]6OC(=O)[C@H]7C)C)C,C30H40O6
O1C=C[C@H]2[C@H](O)C=C([C@H]2[C@@H]1O[C@@H]3O[C@@H]([C@@H](O)[C@@H]([C@H]3O)O)CO)CO,C15H22O9
O=C(OC)C1=CC[C@H]([C@@H](CC(=O)CC(C)C)C)CC1,C16H26O3
O=C(OC)C1=CO[C@@H](C)[C@H]([C@@H]1CC(=O)O)C=O,C11H14O6
O=C(OC)C1=COC(C)C(C1CC(=O)O)C=O,C11H14O6
N#[C-].[NH4+],CH4N2
O=C1[C@@](O)([C@@H]([C@@](C(=O)CCO)(C)[C@@H]2[C@@H]1C[C@@](O)(C)C[C@H]2C)[C@@H](CC)C)C,C21H36O5
n1(c2c(cccc2)c3c1CCNCC3)C,C13H16N2
O=C1[C@@]2(O)C3=COc4cc(O)ccc4[C@H]3C(C)(C)C5[C@H]2[C@@H](O)C(C1)(O)C5,C20H22O6
O=C(N1CCCC1)C(c2ccccc2)(c3ccccc3)C(CN4CCOCC4)C,C25H32N2O2
C(CCC)(C)C,C6H14
O=C(OC1CCN(C)CC1)C(O)(c2ccccc2)C3CCCC3,C19H27NO3
O=C(OC1CCN(C)CC1)C(O)(C#CC)C2CCCC2,C16H25NO3
O=C1NC(=O)CC2(C1)CCCC2,C9H13NO2
O(C1CCNCC1)Cc2cc3c(cccc3)cc2,C16H19NO
O(c1cc2c(nccc2CCC[C@H]3[C@@H](C=C)CNCC3)cc1)C,C20H26N2O
O=C(OC1CCN(C)CC1)C(O)(c2ccccc2)C3CCC3,C18H25NO3
O=C(O[C@@H]1[C@@H]2N([C@H](CC1)CC2)C)[C@](O)(c3ccccc3)C4CCCC4,C21H29NO3
O=C(OC1CCN(C)CC1)C(O)(c2ccccc2)C(C)C,C17H25NO3
O1CCN(C(N=C(N)N)=N)CC1,C6H13N5O
O=C1C=C2[C@](CC[C@@]3([C@H]2C[C@](C(=O)O)(C)CC3)C)(C)[C@]4([C@H]1[C@@]5([C@H](C([C@@H](OC(=O)C)CC5)(C)C)CC4)C)C,C32H48O5
O=C(OC)c1c(C(=O)c2ccc(OCCN3CCCCC3)cc2)cccc1,C22H25NO4
O[C@@H]1C(/C(=C/C=C\2/[C@H]3[C@@]([C@@H]([C@@H](CCCC(C)C)C)CC3)(CCC2)C)/C[C@H](C1)O)=C,C27H44O2
N1=C(NCC1)C2C(c3ccccc3)(c4ccccc4)C2,C18H18N2
O=[N+](OCCN(CCO[N+](=O)[O-])CCN(CCO[N+](=O)[O-])CCO[N+](=O)[O-])[O-],C10H20N6O12
O=[N+](OCCN(CCO[N+](=O)[O-])CCO[N+](=O)[O-])[O-],C6H12N4O9
O=[N+](OCC(CO[N+](=O)[O-])(CO[N+](=O)[O-])CC)[O-],C6H11N3O9
O=C(OCC)Nc1cc2N(c3c(cccc3)CCc2cc1)C(=O)CN(C)C,C21H25N3O3
O=C(O[C@H]1[C@H](OC)[C@@H](C(=O)OC)[C@H]2C[C@@H]3c4n(c5cc(OC)ccc5c4CCN3C[C@H]2C1)CCN(CC)CC)c6cc(OC)c(OC)c(c6)OC,C39H53N3O9
O=C(O[C@H]1[C@H](OC)[C@@H](C(=O)OC)[C@H]2C[C@@H]3c4[nH]c5ccc(cc5c4CCN3C[C@H]2C1)OC)c6cc(OC)c(OC)c(c6)OC,C33H40N2O9
O=C(Nc1ccc(OCC(O)CNC(C)(C)C)cc1)NC2CCCCC2,C20H33N3O3
O=C(NCCNCC(O)COc1c(C#N)cccc1)Cc2ccc(O)cc2,C20H23N3O4
O(c1c2c([nH]c(c2)C)ccc1)CC(O)CNC(C)C,C15H22N2O2
O=C1N(C(=O)/C=C/C=C/C(=C\[C@H](O)CCCC)/C)CCC1,C17H25NO3
O=c1n(cc(CC)c([nH]1)=O)[C@@H]2O[C@H](CO)[C@H](C2)O,C11H16N2O5
O=C(NCC)\C=C(/C=C/C=C(\C=C\c1c(c(c(OC)cc1C)C)C)/C)\C,C23H31NO2
O=C(OCCNCC(C)C)c1cc(N)ccc1,C13H20N2O2
N1(c2c(cccc2)C(C)(C)c3c1cccc3)CCCN(C)C,C20H26N2
OC(C(CO)CC)CCC,C8H18O2
O=C1C(=C(C)C(C1)OC(=O)[C@H]2C(C)(C)[C@@H]2C=C(C)C)CC=C,C19H26O3
O=C1C(=C(C)C(C1)OC(=O)C2C(C)(C)C2C=C(C)C)CC=C,C19H26O3
O=c1n(c(=O)c2n(CCN(CCO)CC)c(nc2n1C)Cc3ccccc3)C,C20H27N5O3
O=c1n(c(=O)c2n(CCN(CC)CC)cnc2n1C)C,C13H21N5O2
O=c1n(c(=O)c2n(CC(O)C)cnc2n1C)C,C10H14N4O3
O=c1n(c(=O)c2n(CC(O)CO)cnc2n1C)C,C10H14N4O4
O(C(c1ccccc1)CN2CCN(CCC(O)c3ccccc3)CC2)C,C22H30N2O2
N1=C(NCC1)CN2C(c3ccccc3C2)C,C13H17N3
O=C1O[C@H](c2cocc2)C[C@]3([C@H]1CC[C@@]4([C@@H]3C(=O)[C@@H](OCOC)C[C@H]4C(=O)OC)C)C,C23H30O8
O[C@H]1[C@H](O)CNC[C@@H]1CO,C6H13NO3
O=C1N(C(=O)CC2(C1)CCCC2)CCN3CCN(c4c(OC)cccc4)CC3,C22H31N3O3
N(C(C)C)(C(C)C)C(C)C,C9H21N
O=C1O[C@]23N4CCC[C@]3(C1)C=C[C@@H]5[C@]2(c6c(c(OC)c(OC)cc6)N5C)CC4,C22H26N2O4
C1#CC#CC#C1,C6
O1c2c(OCC1Cc3nccn3CC)cccc2,C14H16N2O2
O(c1c2c(c(OC)cc1)CC(C2)N(CCC)CCC)C,C17H27NO2
O1c2c(cc3CCNCc3c2)OC1,C10H11NO2
Oc1c(O)cc2CCNCc2c1,C9H11NO2
O=C(O)C(N)CCCC(=O)O,C6H11NO4
O=c1n(c2nc(-c3ccccc3)ncc2n1C)CC(=O)N(Cc4ccccc4)CC,C23H23N5O2
O[C@H]1C[C@H]2[C@]([C@@H]3[C@H]([C@H]4[C@](C(c5ccccc5)=CC4)(C)CC3)CC2)(C)CC1,C25H34O
O=C(c1c(N)c(ccc1)CC(=O)O)c2ccccc2,C15H13NO3
O(c1cc(ccc1)CNc2nn3c(OC)c(-c4ccc(N)cc4)nc3cc2)C,C21H21N5O2
O=C(O)[C@@H](N)CCON,C4H10N2O3
O=c1c2c(oc(c1)-c3cc(O)c(O)cc3)c(c(O)cc2O)C4OC(C(O)C(C4O)O)CO,C21H20O11
O=c1c2c(oc(c1)-c3cc(OC)c(O)c(c3)OC)cc(O)cc2O,C17H14O7
O=c1c2c(oc(c1)-c3cc(O)c(O)c(c3)O)cc(O)cc2O,C15H10O7
O=C1C=C2[C@]([C@@H]3[C@H]([C@H]4[C@]([C@@](O)(C(=O)C)[C@@H](C4)O)(C)CC3)CC2)(C)CC1,C21H30O4
O=C1C=C2[C@]([C@@H]3[C@H]([C@H]4[C@]([C@](O)(C#CC)CC4)(C)CC3)C[C@@H]2C)(C)CC1,C23H32O2
O=C1C=C2C(=C[C@H]3[C@H]4[C@]([C@@](OC(=O)C)(C(=O)C)C(C4)=C)(C)CC[C@@H]3[C@@]2(C)CC1)C,C25H32O4
O=C1C=C2[C@]([C@@H]3[C@H]([C@H]4[C@]([C@@]5(O[C@@](c6ccccc6)(C)O[C@@H]5C4)C(=O)C)(C)CC3)CC2)(C)CC1,C29H36O4
O=C1C=C2[C@]([C@@H]3[C@H]([C@H]4[C@]([C@@](OC(=O)C)(C(=O)C)CC4)(C)CC3)C[C@@H]2C)(C)CC1,C24H34O4
O=C1C=C2C(=C[C@H]3[C@H]4[C@]([C@](C(=O)C)(C)CC4)(C)CC[C@@H]3[C@@]2(C)CC1)C,C23H32O2
O=C1C=C2C(=C3[C@H]([C@H]4[C@]([C@](C(=O)CC)(C)CC4)(C)CC3)CC2)CC1,C22H30O2
O[C@@H]1CC2=CC[C@H]3[C@H]4[C@]([C@@H](N(CCCN(C)C)C)CC4)(C)CC[C@@H]3[C@@]2(C)CC1,C25H44N2O
O=C1C(C2=CC[C@H]3[C@H]4[C@]([C@](O)(C)CC4)(C)CC[C@@H]3[C@@]2(C)C[C@H]1C#N)(C)C,C23H33NO2
O[C@@]1([C@@]2([C@H]([C@H]3[C@@H]([C@@]4(C(C[C@@H](O)CC4)=CC3)C)CC2)CC1)C)C,C20H32O2
O=C1OC2(OC=C(C2=O)c3ccccc3)c4c1cccc4,C17H10O4
n1ccc(/C=C/c2c3c(ccc2)cccc3)cc1,C17H13N
O=C1c2c(C(=O)c3c1c(O)c4c(C[C@](O)(C)C[C@H]4OC)c3)c5O[C@@H]6O[C@](c5cc2O)([C@H](O)[C@H]([C@@H]6O)N(C)C)C,C28H31NO10
O=C1c2c(C(=O)c3c1c(O)c4c([C@@H](C(=O)OC)[C@](O)(C)C[C@@H]4O[C@@H]5O[C@H]([C@H](OC)[C@]([C@H]5OC)(OC)C)C)c3)c6O[C@@H]7O[C@](c6cc2O)([C@H](O)[C@H]([C@@H]7O)N(C)C)C,C39H49NO16
O=C1c2c(O)c3c(C[C@@](O)(C(=O)C)C[C@@H]3O[C@@H]4O[C@H]([C@@H](O)[C@H](C4)N)C)c(c2C(=O)c5c1c(O)ccc5)O,C26H27NO10
O=C(N(O)c1cc2c(-c3ccccc3C2)cc1)C,C15H13NO2
O=C(ON(c1cc2c(-c3ccccc3C2)cc1)C(=O)C)C,C17H15NO3
O=C(O[C@H]1[C@@]2([C@@]3([C@@H](C=C(C)CC3)O[C@H](C1)[C@]24OC4)C)C)C,C17H24O4
O=C1O[C@@H]([C@H](NC(=O)c2ncccc2O)C(=O)N[C@@H](C(=O)N3[C@@H](CCC3)C(N([C@H](C(N4[C@H](C(N[C@H]1c5ccccc5)=O)CC(=O)CC4)=O)Cc6ccc(N(C)C)cc6)C)=O)CC)C,C45H54N8O10
O=C1OC(CC=CC=CC=CC=CC(OC2OC(C(O)C(C2O)N)C)CC3OC(CC(CC4C(C=C1)O4)O)(O)CC(O)C3C(=O)O)CCCC,C36H53NO13
O=C1N[C@H]([C@H](CC)C)C(=C1C(=O)C)O,C10H15NO3
O=C1OC(O)(C(=C)C)C=C1,C7H8O3
O=C(c1c(O)c(O)c(O)cc1)C,C8H8O4
Oc1c(O)c(O)c(O)c(c1O)O,C6H6O6
O=C1C(O)=C(O)C(=O)C(=C1O)O,C6H4O6
O=C(N1c2c(cccc2)C(C1)(C)C)N[C@@H]3C[C@H]4N(C)[C@@H](C3)CC4,C19H27N3O
c1(cc2-c(ccc2C)c(cc1)C)CC,C14H16
O=C(Nc1cc(N2CCN(C)CC2)c(OC)cc1)c3ccc(-c4c(cc(-c5noc(n5)C)cc4)C)cc3,C29H31N5O3
O=C=C=C=C=O,C4O2
O=C1OC(=O)O1,C2O4
O=C1C(=O)C(=O)C1=O,C4O4
O=C1O[C@H]2[C@@H](O[C@H]3C[C@H]4O[C@@]5(C[C@H]4O[C@H]3[C@@H]2C)O[C@H]6[C@H](C[C@@]7(O[C@H]6C5)O[C@@H]8[C@@H](O[C@@H](C8)C(O)CC(O)CO)[C@H](C7)C)C)C[C@H]9O[C@@H](CC[C@@H]%10O[C@@H](CC[C@]%11%12O[C@H]%13[C@H]%14O[C@@H](C1)CC[C@@H]%14O[C@@H]%15[C@H]%13O[C@H](C%11)[C@@H]%15O%12)CC%10=C)C[C@H](C9=C)C,C60H86O19
O=C(N1c2c(cccc2)C(OC(=O)C)Cc3c1cccc3)N,C17H16N2O3
O1c2c(ccc(c2)CC(NCC)C)OC1,C12H17NO2
O=C1COC1,C3H4O2
O1c2c3c(C=C(C)OC3(O)C=C1C)cc(c2)O,C13H12O4
O=C(N1c2c(cccc2)C(O)Cc3c1cccc3)N,C15H14N2O2
O=c1oc2c(c(OC)cc3c2C4C=COC4O3)c5c1C(=O)CC5,C17H12O6
O=c1c(O)c1O,C3H2O3
OC#CO,C2H2O2
O(c1ccc(CC(N)C)cc1)CC,C11H17NO
C(C(C)C)(CC)(C)C,C8H18
O=C(NCC(=O)OCC)[C@@H]1N(C(=O)Cc2ccccc2)CCC1,C17H22N2O4
O=C1N(C(c2ccc(OC)cc2)CC3C1C(=NO3)c4ccncc4)C,C19H19N3O3
Oc1c(nc(C)cc1)/N=N/c2ccccc2,C12H11N3O
n1c(cccc1C)/C=C/c2ccccc2,C14H13N
O=[N+]([O-])c1c(cccc1)C=O,C7H5NO3
O=[N+]([O-])c1cc(ccc1)C=O,C7H5NO3
O=[N+]([O-])c1c(cccc1)/C=C/C=O,C9H7NO3
[nH]1c2c(cccc2)cc1,C8H7N
O=C(OCC)C12Oc3c(cccc3)\C(\C1C2)=N\O,C13H13NO4
O=C(OCC)NC(=O)C(c1ccccc1)c2ccccc2,C17H17NO3
O=C(OCCCC)NC(=O)C1c2c(Oc3c1cccc3)cccc2,C19H19NO4
O=C(O)[C@@H](N)C[C@@H](C(=O)O)CCCC(c1ccccc1)c2ccccc2,C21H25NO4
O=C(O)[C@@H](NC(=O)CNC(=O)[C@@H](N)CCCN=C(N)N)CC(=O)O,C12H22N6O6
O=C1O[C@H]2[C@@]3([C@@]4([C@@H](C=C(C)[C@H](C4)OC(=O)C)O[C@H](C2)[C@]35OC5)COC(=O)[C@@H]6[C@]7([C@H](C(=CCC=C1)OCC7)O)O6)C,C29H34O11
O1[C@@H](n2c3ncnc(c3nc2)NC4CCCC4)[C@H](O)[C@@H]([C@H]1CO)O,C15H21N5O4
O=C1O[C@@H]([C@@H](C=CC(=O)NCC=CC(C)=C[C@H](CC(Cc2nc(C(N3C1=CCC3)=O)co2)=O)O)C)C(C)C,C28H35N3O7
O=C1O[C@@H]([C@H](NC(=O)c2ncccc2O)C(=O)N[C@@H](C(=O)N3[C@@H](CCC3)C(N([C@H](C(N4[C@H](C(N[C@H]1c5ccccc5)=O)CC(=O)CC4)=O)Cc6ccccc6)C)=O)CC)C,C43H49N7O10
O1[C@H](C23CC4CC(C2)CC(C3)C4)Cc5c(O)c(O)ccc5[C@@H]1CN,C20H27NO3
O1[C@H](c2ccccc2)Cc3c(O)c(O)ccc3[C@@H]1CN,C16H17NO3
Oc1cc2c(CCC(C2)N(CCC)CCC)cc1,C16H25NO
Oc1c(O)ccc2c1Cc3cccc4c3[C@H]2CNC4,C16H15NO2
O1c2c(O)c(O)ccc2C3CNCc4c3c1ccc4,C15H13NO3
O1c2c(cc(O)c(c2)O)[C@H]3c4c(cccc4)CN[C@@H]3C1,C16H15NO3
O1c2c(ccc(c2)CCN)OC1,C9H11NO2
O1c2c(ccc(c2)CCNC)OC1,C10H13NO2
O[C@H]1[C@H](O)[C@@H]2N(CC[C@@H]2O)C[C@@H]1O,C8H15NO4
O=C(Oc1c(O)c(O)cc(c1)C(=O)[O-])c2cc(O)c(O)c(c2)O,C14H9O9
O=C(Oc1c(O)c(O)cc(c1)C(=O)O)c2cc(O)c(O)c(c2)O,C14H10O9
O=C1OC1,C2H2O2
O1C=C1,C2H2O
O1C=CCC1,C4H6O
N1c2c(C=CC=C1)cccc2,C10H9N
N=1C=CC1,C3H3N
O1CCCCCC1,C6H12O
N1CCCCCC1,C6H13N
O1C=CC1,C3H4O
O1CC=CC1,C4H6O
O=C(O)CCCCCCCCCC,C11H22O2
O=C(NCC=C)c1c(N)c2c(n(CCC#CC)nc2)nc1,C15H17N5O
O=c1c(O)c(O)c(c1=O)=O,C5H2O5
O=C1C(=C(C)C(C1)OC(=O)C2C(C)(C)C2/C=C(/C(=O)OC)\C)C/C=C/C=C,C22H28O5
O=C1C(=C(C)C(C1)OC(=O)C2C(C)(C)C2C=C(C)C)C/C=C/C=C,C21H28O3
O1[C@@H](O[C@@H](C(O)(C)C)CC[C@H]([C@@H]2[C@@]3([C@@]([C@@H]4[C@@]([C@H]5C(C([C@@H](O[C@@H]6O[C@@H]([C@@H](O)[C@@H]([C@H]6O)O)CO)CC5)(C)C)=CC4)(C)[C@@H](C3)O)(C)CC2)C)C)[C@H](O[C@@H]7O[C@@H]([C@@H](O)[C@@H]([C@H]7O)O)CO)[C@@H](O)[C@@H]([C@H]1CO[C@@H]8O[C@@H]([C@@H](O)[C@@H]([C@H]8O)O)CO)O,C54H92O24
O=c1c(O)c(O)c(=O)c(c1=O)=O,C6H2O6
O=C(O)[C@H]1O[C@H](OCC)[C@H](O)[C@H]([C@@H]1O)O,C8H14O7
O=C(O)[C@H]1[C@H](C(=O)O)C1[C@H](N)C(=O)O,C7H9NO6
O=C(O)[C@]1(N)[C@H](O)C[C@@H]2[C@H]1[C@H]2C(=O)O,C8H11NO5
O=C(O)[C@@]1(N)[C@H]2[C@H]([C@@H]2C(=O)O)OC1,C7H9NO5
O=C1NC(c2oc(C)c(n2)C(=O)NC(c3nc(C(NC(c4nc1c(o4)C)(C(=O)NCC5CCCCC5)C)=O)c(o3)C)(C(=O)NC(C(=O)OC)CCCCN)C)(C(=O)NC6c7c(cccc7)-c8c6cccc8)C,C51H60N10O11
N(C(Cc1ccccc1)C)C(C)C,C12H19N
NC(Cc1c(cccc1)C)C,C10H15N
O=C(N1CCN(Cc2cc(O)cc(c2)O)CC1)NCc3c(cc(C(=O)N4c5c(Nc6c(C4)cnn6C)cccc5)cc3)C,C32H35N7O4
O=C(Oc1ccc(NC(=O)C)cc1)c2c(O)cccc2,C15H13NO4
n1c(nc(C)nc1N)N,C4H7N5
O=C(NC(NC(=O)N)C(=O)O)N,C4H8N4O4
Nc1c2c(cc3ccccc3c2)ccc1,C14H11N
O=C/1O[C@H]2[C@@H]3N(CC=C3COC([C@@]([C@@H](C\C1=C/C)C)(O)C)=O)CC2,C18H25NO5
O=[N+]([O-])c1ccc(/N=N/c2c(O)cc(O)cc2)cc1,C12H9N3O4
O=C1N2C(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(CC(NC(C(NC(C(NC1CC(=O)N)=O)Cc3ccc(O)cc3)=O)CC(=O)N)=O)CCCCCCCC)C(O)C)CO)CCC(=O)O)CCC2,C45H68N10O15
c12c3c(ccc1cc4ccccc4c2)cccc3,C18H12
c12c3c(ccc1ccc4c2cccc4)cccc3,C18H12
c12c3c4c(-c5ccccc5-c4ccc3)cc1cccc2,C20H12
c12c3c4c5ccccc5c1cccc2ccc3ccc4,C20H12
c12c3c4c5cccc4ccc3ccc1ccc6c2c5ccc6,C22H12
c12c(ccc-3c1-c4c5c(ccc4)cccc35)cccc2,C20H12
c12c(cc3-c4cccc5c4c(-c3c1)ccc5)cccc2,C20H12
N(C1(c2ccccc2)CCCCC1)(CC)CC,C16H25N
O=[N+]([O-])C=1C(=O)C(=O)C=C2C1N[C@H]3[C@@H]4[C@@H](OCC=C5[C@@H]4C[C@H]6[C@@]23CCN6C5)CC(=O)O,C21H21N3O7
C1CCCCCCCCC1,C10H20
C1CCCCCCCCCCC1,C12H24
Oc1cc2c(CC3N(C)CCC24C3CCCC4)cc1,C17H23NO
N1C2CC(CCC2)CC1,C8H15N
O=C1[C@@H]2[C@@]3([C@@H](CC(=O)CC3)CC[C@H]2[C@@H]4CC[C@]([C@]4(C1)C)(O)C(=O)CO)C,C21H30O5
O=C(OCCCCC(C)C)c1c(C(=O)OCCCCC(C)C)cccc1,C22H34O4
n1c(cccc1C(C)(C)C)C(C)(C)C,C13H21N
O1[C@@]([C@@H]2[C@@H]3[C@@]([C@]4([C@@H]([C@@]5([C@H](C([C@@H](O)CC5)(C)C)[C@@H](C4)O)C)C[C@H]3O)C)(C)CC2)(CCCC1(C)C)C,C30H52O4
O[C@]([C@@H]1[C@@H]2[C@@]([C@]3([C@@H]([C@@]4([C@H](C([C@@H](O)CC4)(C)C)CC3)C)C[C@H]2O)C)(C)CC1)(CCC=C(C)C)C,C30H52O3
O[C@@]([C@@H]1[C@@H]2[C@@]([C@]3([C@@H]([C@@]4([C@H](C([C@@H](O)CC4)(C)C)[C@H](C3)O)C)C[C@H]2O)C)(C)CC1)(CCC=C(C)C)C,C30H52O4
[C@@]12([C@]3([C@@H]([C@@H]([C@@H](CCCC(C)C)C)CC3)CC[C@@H]1[C@@]4([C@H](C(CCC4)(C)C)CC2)C)C)C,C30H54
Oc1cc2c([nH]c3c2CCN4C[C@H]5C[C@@H]3[C@@H]4[C@H](C5)CC)cc1,C19H24N2O
Oc1cc2c(C[C@H]3N(CC4(O)CC4)CC[C@@]2(C3(C)C)CC)cc1,C20H29NO2
O=C(OC)[C@H]1[C@@H](c2ccc(C)cc2)C[C@H]3N([C@@H]1CC3)C,C17H23NO2
